"ID","setSize","NES","pvalue","p.adjust"
"REACTOME_BLOOD_GROUP_SYSTEMS_BIOSYNTHESIS",19,-1.11786423784078,0.308724832214765,0.63680545328312
"REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING",29,1.09388093673648,0.309859154929577,0.638144988869051
"REACTOME_SIGNAL_ATTENUATION",10,1.16422612861346,0.312977099236641,0.6427748698733
"REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4",25,-1.10101879621746,0.313084112149533,0.6427748698733
"REACTOME_CONSTITUTIVE_SIGNALING_BY_AKT1_E17K_IN_CANCER",25,1.11432565966091,0.313588850174216,0.642808297241851
"REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING",124,1.07671353391297,0.314674735249622,0.644031028909024
"REACTOME_SIGNAL_AMPLIFICATION",32,-1.08822612042748,0.319693094629156,0.652273042685224
"REACTOME_PKR_MEDIATED_SIGNALING",63,1.0789026817982,0.319286871961102,0.652273042685224
"REACTOME_FRS_MEDIATED_FGFR3_SIGNALING",19,-1.10181509791865,0.322147651006711,0.656263635796954
"REACTOME_FRS_MEDIATED_FGFR1_SIGNALING",21,-1.10691189077403,0.32311320754717,0.657189630831156
"REACTOME_MATURATION_OF_SARS_COV_2_SPIKE_PROTEIN",30,-1.08078485493483,0.32360097323601,0.657189630831156
"REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1",22,1.1044230687738,0.325783972125436,0.660603555188094
"REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS",266,-1.0435019212479,0.332,0.672172307692308
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL",21,1.10280637378429,0.333910034602076,0.674617800503543
"REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION",13,-1.08997211674433,0.334745762711864,0.674617800503543
"REACTOME_RHOBTB2_GTPASE_CYCLE",13,-1.08752370671833,0.334745762711864,0.674617800503543
"REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT",17,1.12059845699793,0.335766423357664,0.675236741828791
"REACTOME_NOD1_2_SIGNALING_PATHWAY",36,1.07700426042668,0.336079077429984,0.675236741828791
"REACTOME_SYNTHESIS_OF_PROSTAGLANDINS_PG_AND_THROMBOXANES_TX",13,1.12720741441513,0.337735849056604,0.677383592017738
"REACTOME_SNRNP_ASSEMBLY",43,1.0919574630332,0.338283828382838,0.677383592017738
"REACTOME_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS",25,1.08965355786071,0.339721254355401,0.677383592017738
"REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE",112,1.06579867438458,0.338709677419355,0.677383592017738
"REACTOME_VISUAL_PHOTOTRANSDUCTION",68,-1.05787749263735,0.339473684210526,0.677383592017738
"REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING",34,1.07175606470971,0.340460526315789,0.677830639382116
"REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE",49,1.08063354770973,0.343042071197411,0.678862204053824
"REACTOME_RHOH_GTPASE_CYCLE",27,1.06814104512869,0.342059336823735,0.678862204053824
"REACTOME_MATURATION_OF_DENV_PROTEINS",47,-1.06762251567472,0.342639593908629,0.678862204053824
"REACTOME_G_ALPHA_I_SIGNALLING_EVENTS",258,1.05491107498922,0.342318059299191,0.678862204053824
"REACTOME_SYNTHESIS_OF_IP3_AND_IP4_IN_THE_CYTOSOL",23,1.08313458863734,0.345486111111111,0.681648758953856
"REACTOME_NEURONAL_SYSTEM",259,1.05489676525337,0.345430107526882,0.681648758953856
"REACTOME_HOMOLOGY_DIRECTED_REPAIR",111,1.05832029676369,0.346210995542348,0.682056392415763
"REACTOME_METHYLATION",11,-1.08885111192913,0.348643006263048,0.683569182389937
"REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS",21,-1.07413183155022,0.349056603773585,0.683569182389937
"REACTOME_TIGHT_JUNCTION_INTERACTIONS",29,-1.07077714066191,0.347926267281106,0.683569182389937
"REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC",136,-1.03516485873333,0.349056603773585,0.683569182389937
"REACTOME_IRF3_MEDIATED_INDUCTION_OF_TYPE_I_IFN",13,1.10545974095726,0.350943396226415,0.684115775371218
"REACTOME_HEDGEHOG_LIGAND_BIOGENESIS",44,1.08485844999072,0.350671140939597,0.684115775371218
"REACTOME_THE_PHOTOTRANSDUCTION_CASCADE",21,-1.07201994297199,0.351415094339623,0.684115775371218
"REACTOME_LATE_ENDOSOMAL_MICROAUTOPHAGY",28,1.06118482285948,0.350877192982456,0.684115775371218
"REACTOME_MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION",16,1.11640867726836,0.354014598540146,0.6881583628934
"REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR",10,1.11054464148983,0.358778625954198,0.696390371321129
"REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT",21,-1.06974868861346,0.360849056603774,0.698301020959643
"REACTOME_METAL_ION_SLC_TRANSPORTERS",19,-1.06502990589739,0.36241610738255,0.698301020959643
"REACTOME_SIGNALING_BY_FLT3_FUSION_PROTEINS",14,-1.05777609507715,0.36228813559322,0.698301020959643
"REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING",14,-1.05721867548341,0.36228813559322,0.698301020959643
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES",32,1.0511240718873,0.361702127659574,0.698301020959643
"REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES",41,1.05639883617992,0.363036303630363,0.698473356107541
"REACTOME_REGULATION_OF_RAS_BY_GAPS",48,1.06046979685838,0.365573770491803,0.701304784208765
"REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS",88,-1.03651294311428,0.365168539325843,0.701304784208765
"REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM",63,1.0504984709247,0.367909238249595,0.704757725671713
"REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA",31,1.05613216730046,0.368509212730318,0.704880994117876
"REACTOME_CONSTITUTIVE_SIGNALING_BY_OVEREXPRESSED_ERBB2",10,-1.07248723047396,0.370292887029289,0.707264788578438
"REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS",36,1.04518241506641,0.372322899505766,0.71011150108636
"REACTOME_PROTEIN_METHYLATION",10,-1.06690742509502,0.374476987447699,0.711128016567347
"REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES",10,-1.06458117452628,0.374476987447699,0.711128016567347
"REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES",53,1.05202330309161,0.374203821656051,0.711128016567347
"REACTOME_SIGNALING_BY_CYTOSOLIC_FGFR1_FUSION_MUTANTS",11,-1.06476805878291,0.375782881002088,0.712579641784939
"REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS",20,1.07648996600284,0.378892733564014,0.712773536895674
"REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK",17,1.07383167440183,0.377737226277372,0.712773536895674
"REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES",25,-1.0558380858806,0.378504672897196,0.712773536895674
"REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES",51,1.05000443400825,0.378861788617886,0.712773536895674
"REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS",35,1.04679533674312,0.378068739770867,0.712773536895674
"REACTOME_REPLACEMENT_OF_PROTAMINES_BY_NUCLEOSOMES_IN_THE_MALE_PRONUCLEUS",37,-1.03434478239076,0.379134860050891,0.712773536895674
"REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING",26,-1.05413288932379,0.381944444444444,0.717031225233793
"REACTOME_CD28_DEPENDENT_VAV1_PATHWAY",12,-1.04705044013,0.382663847780127,0.717358438288671
"REACTOME_SIGNALING_BY_HIPPO",15,1.07586085397899,0.385046728971963,0.719444444444444
"REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION",23,1.05669850415486,0.385416666666667,0.719444444444444
"REACTOME_EPIGENETIC_REGULATION_BY_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES",108,1.03865264335847,0.384843982169391,0.719444444444444
"REACTOME_DEVELOPMENTAL_LINEAGE_OF_MAMMARY_GLAND_MYOEPITHELIAL_CELLS",18,1.06551766225829,0.386569872958258,0.719555803130222
"REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION",41,1.03427040352159,0.386138613861386,0.719555803130222
"REACTOME_PHASE_2_PLATEAU_PHASE",10,1.09186982114303,0.389312977099237,0.723638245568638
"REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING",16,-1.04196352186059,0.389867841409692,0.723647502531952
"REACTOME_HORMONE_LIGAND_BINDING_RECEPTORS",12,1.05785967314688,0.393194706994329,0.726712961379263
"REACTOME_POSTMITOTIC_NUCLEAR_PORE_COMPLEX_NPC_REFORMATION",25,1.04487072410838,0.393728222996516,0.726712961379263
"REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS",79,1.03611796925511,0.393081761006289,0.726712961379263
"REACTOME_HH_MUTANTS_ABROGATE_LIGAND_SECRETION",41,1.02894930745649,0.392739273927393,0.726712961379263
"REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS",40,1.02335443377646,0.39443535188216,0.726998491704374
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS",25,1.04089782322858,0.397212543554007,0.73058133283467
"REACTOME_P2Y_RECEPTORS",10,-1.03474040041695,0.397489539748954,0.73058133283467
"REACTOME_OTHER_INTERLEUKIN_SIGNALING",24,1.04378850608582,0.398275862068966,0.731005626893666
"REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY",49,1.03863527298846,0.399676375404531,0.732554470797162
"REACTOME_DEGRADATION_OF_AXIN",39,1.02135222313477,0.401315789473684,0.734536271136813
"REACTOME_ENOS_ACTIVATION",10,-1.02748678174446,0.403765690376569,0.736970386318398
"REACTOME_TOLL_LIKE_RECEPTOR_CASCADES",166,1.02552550463735,0.40365682137834,0.736970386318398
"REACTOME_PENTOSE_PHOSPHATE_PATHWAY",14,-1.03382487655589,0.404661016949153,0.73758157659984
"REACTOME_GLYCOGEN_SYNTHESIS",12,-1.02971759852569,0.405919661733615,0.738852385672804
"REACTOME_REGULATION_OF_SIGNALING_BY_CBL",22,-1.03898786079854,0.406542056074766,0.738963184798885
"REACTOME_DEPOLYMERIZATION_OF_THE_NUCLEAR_LAMINA",10,1.07714800975573,0.408396946564886,0.740289781927534
"REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES",46,-1.03057749992063,0.407960199004975,0.740289781927534
"REACTOME_FRS_MEDIATED_FGFR2_SIGNALING",24,-1.03971692625402,0.409952606635071,0.742087524527859
"REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS",32,-1.02210479708888,0.411764705882353,0.744343891402715
"REACTOME_RHOB_GTPASE_CYCLE",47,1.02010264005595,0.412828947368421,0.745244025702115
"REACTOME_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM",10,1.07274112228031,0.416030534351145,0.747162722122147
"REACTOME_PTK6_REGULATES_RHO_GTPASES_RAS_GTPASE_AND_MAP_KINASES",13,1.05401772547984,0.415094339622642,0.747162722122147
"REACTOME_TRYPTOPHAN_CATABOLISM",11,1.0426928887658,0.416826003824092,0.747162722122147
"REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK",23,1.03873682092453,0.418402777777778,0.747162722122147
"REACTOME_DIGESTION_AND_ABSORPTION",21,-1.0265170675777,0.419811320754717,0.747162722122147
"REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION",26,-1.02470304420114,0.416666666666667,0.747162722122147
"REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC",74,-1.02266423809608,0.418478260869565,0.747162722122147
"REACTOME_SENSORY_PROCESSING_OF_SOUND",36,1.01976816732937,0.415156507413509,0.747162722122147
"REACTOME_ELASTIC_FIBRE_FORMATION",32,1.01517505869353,0.420621931260229,0.747162722122147
"REACTOME_RAS_PROCESSING",16,-1.01492316790271,0.420704845814978,0.747162722122147
"REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE",32,1.01425644167748,0.420621931260229,0.747162722122147
"REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES",40,1.00679718238184,0.4189852700491,0.747162722122147
"REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS",14,1.04594443956626,0.422641509433962,0.749590601637594
"REACTOME_PREDNISONE_ADME",10,1.06495629922169,0.423664122137405,0.750392980797879
"REACTOME_G_ALPHA_S_SIGNALLING_EVENTS",157,-1.00698992587023,0.424657534246575,0.751141552511415
"REACTOME_IRAK2_MEDIATED_ACTIVATION_OF_TAK1_COMPLEX",10,1.05993538907616,0.425572519083969,0.751595363063097
"REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT",29,1.01542805254599,0.426056338028169,0.751595363063097
"REACTOME_RETROGRADE_TRANSPORT_AT_THE_TRANS_GOLGI_NETWORK",21,1.03496400300263,0.427335640138408,0.752842975130047
"REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_DEATH_GENES",16,1.04698751682517,0.428832116788321,0.753312390924956
"REACTOME_REGULATION_OF_PYRUVATE_METABOLISM",21,1.0316346416761,0.429065743944637,0.753312390924956
"REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES",27,1.01962580083217,0.429319371727749,0.753312390924956
"REACTOME_CRMPS_IN_SEMA3A_SIGNALING",15,-1.01230676507056,0.430406852248394,0.754214936829409
"REACTOME_SIALIC_ACID_METABOLISM",28,-1.02061710634655,0.43287037037037,0.757323589860699
"REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_TERMINATION",24,1.02049434141425,0.43448275862069,0.757323589860699
"REACTOME_PURINE_SALVAGE",12,-1.01319629224792,0.433403805496829,0.757323589860699
"REACTOME_REGULATION_OF_EXPRESSION_AND_FUNCTION_OF_TYPE_II_CLASSICAL_CADHERINS",20,-1.0087959530241,0.433962264150943,0.757323589860699
"REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER",18,1.01791926749464,0.43557168784029,0.757708753389418
"REACTOME_SIGNALING_BY_FGFR3",39,0.993301411430942,0.435855263157895,0.757708753389418
"REACTOME_SUPPRESSION_OF_PHAGOSOMAL_MATURATION",12,1.02846054190652,0.436672967863894,0.758128793811194
"REACTOME_CALCITONIN_LIKE_LIGAND_RECEPTORS",10,1.04379307984995,0.438931297709924,0.760118577410833
"REACTOME_DISORDERS_OF_DEVELOPMENTAL_BIOLOGY",11,1.03200680608158,0.439770554493308,0.760118577410833
"REACTOME_RHOU_GTPASE_CYCLE",31,-1.01517877583762,0.439506172839506,0.760118577410833
"REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING",57,1.01166496843766,0.440129449838188,0.760118577410833
"REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM",16,1.03265754578673,0.441605839416058,0.761110434676732
"REACTOME_ERBB2_ACTIVATES_PTK6_SIGNALING",12,-1.00301764382347,0.441860465116279,0.761110434676732
"REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING",18,1.0050069107015,0.442831215970962,0.761785464336975
"REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE",36,0.99892824941733,0.446457990115321,0.767021821138071
"REACTOME_HIV_TRANSCRIPTION_INITIATION",45,0.987501002822972,0.449664429530201,0.771523323678937
"REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS",82,1.00105120231924,0.450310559006211,0.771625905797102
"REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH",51,0.995896988580225,0.452032520325203,0.773569306564327
"REACTOME_TELOMERE_MAINTENANCE",91,1.00878081689907,0.454263565891473,0.776377730796335
"REACTOME_DENGUE_VIRUS_INFECTION",332,1.00460460549915,0.459390862944162,0.782093629540127
"REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA",64,0.998883180575588,0.45933014354067,0.782093629540127
"REACTOME_SIGNALING_BY_FGFR4",39,0.981400520131433,0.458881578947368,0.782093629540127
"REACTOME_LOSS_OF_FUNCTION_OF_MECP2_IN_RETT_SYNDROME",10,1.02762720195912,0.461832061068702,0.7842206353115
"REACTOME_RHOA_GTPASE_CYCLE",85,1.00435661484751,0.461300309597523,0.7842206353115
"REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FRS2_AND_FRS3",10,1.02242222555023,0.463740458015267,0.785102034264679
"REACTOME_NOTCH4_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS",10,1.02197493333293,0.463740458015267,0.785102034264679
"REACTOME_PHOSPHORYLATION_AND_NUCLEAR_TRANSLOCATION_OF_THE_CRY_PER_KINASE_COMPLEX",14,1.00979049906685,0.466037735849057,0.785102034264679
"REACTOME_CHROMATIN_MODIFICATIONS_DURING_THE_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT",61,0.995202648208205,0.464579901153213,0.785102034264679
"REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCOSE_DEPENDENT_INSULINOTROPIC_POLYPEPTIDE_GIP",10,-0.993082398717646,0.46652719665272,0.785102034264679
"REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3",62,0.985724880774301,0.465798045602606,0.785102034264679
"REACTOME_DUAL_INCISION_IN_TC_NER",59,0.980882770630748,0.465266558966074,0.785102034264679
"REACTOME_P75NTR_SIGNALS_VIA_NF_KB",16,1.01580135582046,0.467153284671533,0.785151625322781
"REACTOME_IRS_MEDIATED_SIGNALLING",46,-0.985655577546079,0.470149253731343,0.789179104477612
"REACTOME_COLLAGEN_CHAIN_TRIMERIZATION",25,-1.00648245026098,0.47196261682243,0.789203054305359
"REACTOME_STRIATED_MUSCLE_CONTRACTION",29,0.995662731641008,0.471830985915493,0.789203054305359
"REACTOME_FRS_MEDIATED_FGFR4_SIGNALING",20,-0.977990632765877,0.471698113207547,0.789203054305359
"REACTOME_SPHINGOLIPID_METABOLISM",73,0.98369313045483,0.472613458528951,0.789288466274239
"REACTOME_RUNX1_INTERACTS_WITH_CO_FACTORS_WHOSE_PRECISE_EFFECT_ON_RUNX1_TARGETS_IS_NOT_KNOWN",14,0.998266851121802,0.473584905660377,0.789489471473994
"REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA",24,-0.986211907066911,0.4739336492891,0.789489471473994
"REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING",28,-0.993504649911108,0.474537037037037,0.789495247459849
"REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS",88,0.985125772862571,0.475232198142415,0.78965350095381
"REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS",76,0.989509070218655,0.477635782747604,0.790652440372134
"REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY",49,0.984568986295373,0.477346278317152,0.790652440372134
"REACTOME_REGULATION_OF_APOPTOSIS",39,0.974934318375222,0.476973684210526,0.790652440372134
"REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT",37,-0.979442833234551,0.478371501272265,0.790875497078267
"REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS",16,1.00456464287731,0.485401459854015,0.795594202898551
"REACTOME_REGULATION_OF_NF_KAPPA_B_SIGNALING",15,1.00110216596205,0.485981308411215,0.795594202898551
"REACTOME_SENSORY_PROCESSING_OF_SOUND_BY_OUTER_HAIR_CELLS_OF_THE_COCHLEA",22,0.993610515169792,0.484320557491289,0.795594202898551
"REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS",30,0.986392195173826,0.485617597292724,0.795594202898551
"REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING",34,-0.983501808146447,0.482233502538071,0.795594202898551
"REACTOME_DNA_METHYLATION",62,0.975866605909916,0.485342019543974,0.795594202898551
"REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION",15,-0.975159506980539,0.486081370449679,0.795594202898551
"REACTOME_BUTYROPHILIN_BTN_FAMILY_INTERACTIONS",12,-0.973078001864093,0.486257928118393,0.795594202898551
"REACTOME_AMPK_INDUCED_ERAD_AND_LYSOSOME_MEDIATED_DEGRADATION_OF_PD_L1_CD274",46,0.964960155408281,0.486666666666667,0.795594202898551
"REACTOME_SIGNALING_BY_NOTCH2",28,0.981203999526165,0.489473684210526,0.79919028340081
"REACTOME_PROTEIN_LOCALIZATION",118,-0.994643783070116,0.496894409937888,0.800331220827056
"REACTOME_PLASMA_LIPOPROTEIN_REMODELING",21,0.990851195096914,0.494809688581315,0.800331220827056
"REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING",173,0.987329846350284,0.495104895104895,0.800331220827056
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL",13,0.986018600238193,0.492452830188679,0.800331220827056
"REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR",153,0.984845438448353,0.499294781382228,0.800331220827056
"REACTOME_CDC42_GTPASE_CYCLE",95,0.981884638227131,0.493827160493827,0.800331220827056
"REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12",21,-0.980440703474114,0.492924528301887,0.800331220827056
"REACTOME_METABOLIC_DISORDERS_OF_BIOLOGICAL_OXIDATION_ENZYMES",30,-0.980240026744699,0.498783454987835,0.800331220827056
"REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER",64,0.979658098987262,0.497607655502392,0.800331220827056
"REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION",10,-0.975641625616161,0.493723849372385,0.800331220827056
"REACTOME_SELECTIVE_AUTOPHAGY",73,-0.974279045479367,0.49862258953168,0.800331220827056
"REACTOME_CHOLESTEROL_BIOSYNTHESIS_VIA_DESMOSTEROL_BLOCH_PATHWAY",10,-0.971657255875445,0.497907949790795,0.800331220827056
"REACTOME_REGULATION_OF_CDH1_FUNCTION",58,0.969725825629602,0.493464052287582,0.800331220827056
"REACTOME_ANDROGEN_BIOSYNTHESIS",11,0.964765285964766,0.497131931166348,0.800331220827056
"REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION",16,-0.959906419745068,0.497797356828194,0.800331220827056
"REACTOME_TRANSLESION_SYNTHESIS_BY_POLK",15,0.9853287478187,0.502803738317757,0.801956546467979
"REACTOME_HIV_INFECTION",206,0.983180539899069,0.502040816326531,0.801956546467979
"REACTOME_FIBRONECTIN_MATRIX_FORMATION",18,-0.961455465382078,0.503325942350333,0.801956546467979
"REACTOME_TNF_SIGNALING",45,0.960375380919839,0.503355704697987,0.801956546467979
"REACTOME_BIOSYNTHESIS_OF_SPECIALIZED_PRORESOLVING_MEDIATORS_SPMS",18,-0.957137079656,0.503325942350333,0.801956546467979
"REACTOME_STIMULI_SENSING_CHANNELS",39,0.958619849942156,0.504934210526316,0.803498695347801
"REACTOME_REGULATION_OF_KIT_SIGNALING",16,0.987638219485214,0.507299270072993,0.804356465528083
"REACTOME_BETA_OXIDATION_OF_VERY_LONG_CHAIN_FATTY_ACIDS",11,-0.958120304963435,0.507306889352818,0.804356465528083
"REACTOME_INTERLEUKIN_12_SIGNALING",47,0.949296493742059,0.506578947368421,0.804356465528083
"REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT",19,-0.955092917025052,0.512304250559284,0.811302519537928
"REACTOME_CILIUM_ASSEMBLY",100,0.975054088033298,0.51355421686747,0.81139754389526
"REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC",26,-0.972948846281752,0.513888888888889,0.81139754389526
"REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE",14,-0.966524600322186,0.514830508474576,0.81139754389526
"REACTOME_RHOBTB_GTPASE_CYCLE",18,-0.946192707838088,0.514412416851441,0.81139754389526
"REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS",31,-0.957263517176828,0.516049382716049,0.812345679012346
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE",14,0.963552664626682,0.516981132075472,0.812840107301459
"REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION",123,0.97160897623009,0.521021021021021,0.813069932585676
"REACTOME_RHOD_GTPASE_CYCLE",30,-0.961911054174853,0.518248175182482,0.813069932585676
"REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM",12,0.961068754432211,0.519848771266541,0.813069932585676
"REACTOME_CA2_PATHWAY",57,0.95989932338361,0.521035598705502,0.813069932585676
"REACTOME_GABA_RECEPTOR_ACTIVATION",49,0.959222641996194,0.521035598705502,0.813069932585676
"REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX",41,0.946296351588613,0.521452145214521,0.813069932585676
"REACTOME_HIV_TRANSCRIPTION_ELONGATION",39,0.945849741977277,0.521381578947368,0.813069932585676
"REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1",23,-0.952790371964921,0.525821596244131,0.817944705268649
"REACTOME_RHOJ_GTPASE_CYCLE",37,0.951662665107397,0.525451559934319,0.817944705268649
"REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_ADENYLATE_CYCLASE",12,0.951891889278389,0.527410207939509,0.819447265228327
"REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS",36,0.948758214071291,0.528830313014827,0.820684778216406
"REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES",15,0.952627143743664,0.530841121495327,0.82283500104576
"REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA",42,0.938669729456529,0.532019704433498,0.82369168356998
"REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES",12,-0.935195382696604,0.53276955602537,0.82388335573371
"REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN",16,0.963401287168481,0.534671532846715,0.825854151674035
"REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS",169,-0.967464309555669,0.538732394366197,0.828513154831199
